Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Change Opening,$ Change Close,Star Ratings,Performed
2013/11/7,Mavenir Systems ,MVNR,Morgan Stanley/ BofA Merrill Lynch/ Deutsche Bank Securities,$10.00 ,$11.25 ,$9.64 ,-3.60%,$1.25 ,($0.36),1,
2013/11/7,"Midcoast Energy Partners, L.P.  ",MEP,BofA Merrill Lynch/ Barclays/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Wells Fargo Securities/ UBS Investment Bank,$18.00 ,$17.00 ,$17.49 ,-2.83%,($1.00),($0.51),1,
2013/11/7,Norcraft Companies ,NCFT,Citigroup/ UBS Investment Bank/ Deutsche Bank Securities/ RBC Capital Markets,$16.00 ,$15.75 ,$15.50 ,-3.13%,($0.25),($0.50),1,
2013/11/7,StoneCastle Financial ,BANX,"Keefe, Bruyette & Woods (A Stifel Company)/ Baird/ Oppenheimer",$25.00 ,$25.00 ,$25.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/11/7,Twitter  ,TWTR,Goldman Sachs/ Morgan Stanley/ J.P. Morgan/ BofA Merrill Lynch/ Deutsche Bank Securities,$26.00 ,$45.10 ,$44.90 ,72.69%,$19.10 ,$18.90 ,3,
2013/11/8,JGWPT Holdings ,JGW,Barclays/ Credit Suisse,$14.00 ,$13.37 ,$12.82 ,-8.43%,($0.63),($1.18),1,
2013/11/8,NMI Holdings ,NMIH,FBR,$13.00 ,$14.00 ,$14.00 ,7.69%,$1.00 ,$1.00 ,1,
2013/11/13,Chegg ,CHGG,J.P. Morgan/ BofA Merrill Lynch,$12.50 ,$10.87 ,$9.68 ,-22.56%,($1.63),($2.82),3,Missed
2013/11/13,Dynagas LNG Partners LP ,DLNG,Credit Suisse,$18.00 ,$17.00 ,$18.00 ,0.00%,($1.00),$0.00 ,1,
2013/11/13,Extended Stay America/ ESH Hospitality ,STAY,"Deutsche Bank Securities/ Goldman, Sachs/ J.P. Morgan",$20.00 ,$22.75 ,$23.87 ,19.35%,$2.75 ,$3.87 ,2,Missed
2013/11/14,Levy Acquisition ,LEVYU,Citigroup,$10.00 ,$9.95 ,$10.02 ,0.20%,($0.05),$0.02 ,1,
2013/11/14,Tandem Diabetes Care ,TNDM,BoA Merrill Lynch/ Piper Jaffray,$15.00 ,$19.50 ,$19.26 ,28.40%,$4.50 ,$4.26 ,2,
2013/11/14,Houghton Mifflin Harcourt ,HMHC,"Goldman, Sachs/ Morgan Stanley",$12.00 ,$14.00 ,$15.86 ,32.17%,$2.00 ,$3.86 ,1,
2013/11/15,Relypsa ,RLYP,Morgan Stanley/ BofA Merrill Lynch,$11.00 ,$12.59 ,$12.24 ,11.27%,$1.59 ,$1.24 ,1,
2013/11/15,zulily ,ZU,Goldman Sachs/ BofA Merrill Lynch/ Citigroup,$15.00 ,$19.50 ,$19.26 ,28.40%,$4.50 ,$4.26 ,3,
2013/11/21,Navigator Holdings Ltd ,NVGS,Jefferies/ Morgan Stanley,$19.00 ,$20.40 ,$20.00 ,5.26%,$1.40 ,$1.00 ,2,
2013/11/22,500.com Ltd  ,WBAI,Deutsche Bank Securities,$13.00 ,$20.00 ,$20.01 ,53.92%,$7.00 ,$7.01 ,3,
2013/11/22,Oxford Immunotec Global PLC?,OXFD,J.P. Morgan/ Piper Jaffray,$12.00 ,$14.00 ,$15.40 ,28.33%,$2.00 ,$3.40 ,2,
2013/11/22,Sungy Mobile ,GOMO,Credit Suisse/ J.P. Morgan,$11.22 ,$14.11 ,$13.35 ,18.98%,$2.89 ,$2.13 ,3,
2013/11/22,Vince Holding  ,VNCE,Goldman Sachs/ Baird,$20.00 ,$29.50 ,$28.66 ,43.30%,$9.50 ,$8.66 ,3,
2013/12/3,Xencor ,XNCR,Credit Suisse/ Leerink Swann,$5.50 ,$5.95 ,$8.34 ,51.64%,$0.45 ,$2.84 ,1,
2013/12/11,Autohome  ,ATHM,Deutsche Bank Securities/ Goldman Sachs (Asia) L.L.C.,$17.00 ,$30.16 ,$30.07 ,76.88%,$13.16 ,$13.07 ,3,
2013/12/11,Valero Energy Partners LP ,VLP,J.P. Morgan/ Barclays,$23.00 ,$28.25 ,$28.00 ,21.74%,$5.25 ,$5.00 ,3,
2013/12/12,ARAMARK Holdings ,ARMK,"Goldman, Sach/ J.P. Morgan / Credit Suisse/ Morgan Stanley",$20.00 ,$20.25 ,$22.70 ,13.50%,$0.25 ,$2.70 ,1,
2013/12/12,CatchMark Timber Trust  ,CTT,Raymond James,$13.50 ,$13.50 ,$13.50 ,0.00%,$0.00 ,$0.00 ,1,
2013/12/12,Hilton Worldwide Holdings   ,HLT,"Deutsche Bank Securities/ Goldman, Sachs/ BofA Merrill Lynch/ Morgan Stanley",$20.00 ,$21.30 ,$21.50 ,7.50%,$1.30 ,$1.50 ,3,
2013/12/12,Kindred Biosciences  ,KIN,BMO Capital Markets/ Guggenheim Securities,$7.00 ,$8.75 ,$11.95 ,70.71%,$1.75 ,$4.95 ,1,Missed
2013/12/12,TetraLogic Pharmaceuticals ,TLOG,Oppenheimer & Co.,$7.00 ,$7.00 ,$7.00 ,0.00%,$0.00 ,$0.00 ,1,
2013/12/13,Cheniere Energy Partners LP Holdings ,CQH,Goldman Sachs/ Morgan Stanley/ Credit Suisse/ RBC Capital Markets,$20.00 ,$19.65 ,$19.22 ,-3.90%,($0.35),($0.78),1,
2013/12/13,Fidelity & Guaranty Life ,FGL,Credit Suisse/ J.P. Morgan/ Jefferies/ Macquarie Capital/ RBC Capital Markets,$17.00 ,$18.92 ,$18.86 ,10.94%,$1.92 ,$1.86 ,1,
2013/12/13,Nimble Storage  ,NMBL,Goldman Sachs/ Morgan Stanley,$21.00 ,$31.18 ,$33.93 ,61.57%,$10.18 ,$12.93 ,3,
2013/12/18,AMC Entertainment Holdings ,AMC,Citigroup/ BofA Merrill Lynch/ Barclays/ Credit Suisse,$18.00 ,$19.20 ,$18.90 ,5.00%,$1.20 ,$0.90 ,2,
2013/12/18,Cambridge Capital Acquisition ,CAMBU,EarlyBirdCapital,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
2012/1/19,Renewable Energy Group ,REGI,UBS Investment Bank/ Piper Jaffray,$10.00 ,$10.10 ,$10.10 ,1.00%,$0.10 ,$0.10 ,1,
2012/1/25,Guidewire Software ,GWRE,J.P. Morgan/ Deutsche Bank Securities/ Citigroup,$13.00 ,$16.75 ,$17.12 ,31.69%,$3.75 ,$4.12 ,3,
2012/1/27,Verastem ,VSTM,UBS Investment Bank/ Leerink Swann,$10.00 ,$11.00 ,$11.09 ,10.90%,$1.00 ,$1.09 ,1,Missed
2012/2/1,U.S. Silica Holdings ,SLCA,Morgan Stanley/ BofA Merrill Lynch/ Jefferies,$17.00 ,$17.25 ,$16.00 ,-5.88%,$0.25 ,($1.00),2,Missed
2012/2/2,AVG Technologies N.V. ,AVG,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs",$16.00 ,$13.53 ,$13.00 ,-18.75%,($2.47),($3.00),3,Missed
2012/2/2,Greenway Medical Technologies ,GWAY,J.P. Morgan/ Morgan Stanley/ William Blair,$10.00 ,$10.10 ,$13.00 ,30.00%,$0.10 ,$3.00 ,2,
2012/2/2,Matador Resources ,MTDR,RBC Capital Markets/ Citigroup,$12.00 ,$11.75 ,$11.75 ,-2.08%,($0.25),($0.25),1,
2012/2/3,Cempra Holdings ,CEMP,Stifel Nicolaus Weisel/ Leerink Swann/ Cowen and Company,$6.00 ,$6.18 ,$6.06 ,1.00%,$0.18 ,$0.06 ,1,
2012/2/8,Caesars Entertainment ,CZR,Credit Suisse/ Citigroup/ BofA Merrill Lynch/ Deutsche Bank Securities,$9.00 ,$9.06 ,$15.39 ,71.00%,$0.06 ,$6.39 ,1,
2012/2/8,ChemoCentryx ,CCXI,J.P. Morgan/ Citigroup,$10.00 ,$10.33 ,$11.00 ,10.00%,$0.33 ,$1.00 ,1,
2012/2/8,EPAM Systems ,EPAM,Citigroup/ UBS Investment Bank/ Barclays Capital/ RenCap,$12.00 ,$13.75 ,$14.00 ,16.67%,$1.75 ,$2.00 ,1,
2012/2/8,Roundys Parent ,RNDY,Credit Suisse/ J.P. Morgan/ Jefferies/ Baird,$8.50 ,$8.40 ,$9.00 ,5.88%,($0.10),$0.50 ,2,
2012/2/9,FX Alliance ,FX,"BofA Merrill Lynch/ Goldman, Sachs/ Citigroup/ J.P. Morgan",$12.00 ,$13.60 ,$13.74 ,14.50%,$1.60 ,$1.74 ,1,
2012/2/10,GSE Holding ,GSE,Oppenheimer & Co./ William Blair & Company/ FBR,$9.00 ,$10.30 ,$11.50 ,27.78%,$1.30 ,$2.50 ,1,
2012/2/10,HomeStreet ,HMST,FBR Capital Markets,$44.00 ,$47.51 ,$48.00 ,9.09%,$3.51 ,$4.00 ,2,
2012/2/10,Synacor ,SYNC,BofA Merrill Lynch/ Citigroup/ Stifel Nicolaus Weisel,$5.00 ,$5.75 ,$5.25 ,5.00%,$0.75 ,$0.25 ,1,
2012/2/17,Brightcove ,BCOV,"Morgan Stanley/ Stifel, Nicolaus Weisel",$11.00 ,$14.50 ,$14.30 ,30.00%,$3.50 ,$3.30 ,2,
2012/2/21,Ceres ,CERE,"Goldman, Sachs/ Barclays Capital",$13.00 ,$14.80 ,$14.80 ,13.85%,$1.80 ,$1.80 ,1,
2012/2/24,Bazaarvoice ,BV,Morgan Stanley/ Deutsche Bank Securities/ Credit Suisse,$12.00 ,$16.00 ,$16.51 ,37.58%,$4.00 ,$4.51 ,3,
2012/2/24,Proto Labs ,PRLB,Jefferies/ Piper Jaffray,$16.00 ,$25.00 ,$29.00 ,81.25%,$9.00 ,$13.00 ,3,
2012/2/24,ROI Acquisition ,ROIQU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1,
2012/2/29,Home Loan Servicing Solutions,HLSS,Wells Fargo Securities/ Barclays Capital/ Citigroup/ Deutsche Bank Securities,$14.00 ,$13.25 ,$13.56 ,-3.14%,($0.75),($0.44),1,
2012/3/2,Yelp!  ,YELP,"Goldman, Sachs/ Citigroup/ Jefferies",$15.00 ,$22.01 ,$24.58 ,63.87%,$7.01 ,$9.58 ,3,
2012/3/7,Select Income REIT ,SIR,Morgan Stanley/ BofA Merrill Lynch/ Wells Fargo Securities,$21.50 ,$21.75 ,$21.74 ,1.12%,$0.25 ,$0.24 ,1,
2012/3/8,Nationstar Mortgage Holdings ,NSM,BofA Merrill Lynch/Citigroup/ Credit Suisse/ Wells Fargo Securities,$14.00 ,$13.57 ,$14.25 ,1.79%,($0.43),$0.25 ,1,
2012/3/15,Allison Transmission Holdings ,ALSN,"BofA Merrill Lynch/ Citi/ J.P. Morgan/ Credit Suisse/ Morgan Stanley/ Goldman, Sachs & Co.",$23.00 ,$23.00 ,$23.40 ,1.74%,$0.00 ,$0.40 ,1,
2012/3/15,Demandware ,DWRE,"Goldman, Sachs/ Deutsche Bank Securities",$16.00 ,$25.25 ,$23.85 ,49.06%,$9.25 ,$7.85 ,3,
2012/3/15,M/A-COM Technology Solutions Holdings ,MTSI,Barclays Capital/ J.P. Morgan/ Jefferies,$19.00 ,$19.10 ,$20.55 ,8.16%,$0.10 ,$1.55 ,2,
2012/3/19,Andina Acquisition ,ANDAU,EarlyBirdCapital,$10.00 ,$9.98 ,$9.97 ,-0.30%,($0.02),($0.03),1,
2012/3/21,BGS Acquisition ,BGSCU,PrinceRidge/ Mitsubishi UFJ Securities,$10.00 ,$9.94 ,$9.87 ,-1.30%,($0.06),($0.13),1,
2012/3/22,CaesarStone Sdot-Yam Ltd. ,CSTE,J.P. Morgan/ Barclays Capital/ Credit Suisse,$11.00 ,$10.99 ,$11.11 ,1.00%,($0.01),$0.11 ,1,
2012/3/22,ExactTarget  ,ET,"J.P. Morgan/ Deutsche Bank Secutities/ Stifel, Nicolaus Weisel",$19.00 ,$23.05 ,$25.11 ,32.16%,$4.05 ,$6.11 ,3,
2012/3/22,Vantiv ,VNTV,"J.P. Morgan/ Morgan Stanley/ Credit Suisse/ Goldman, Sachs & Co./ Deutsche Bank Securities",$17.00 ,$19.00 ,$19.50 ,14.71%,$2.00 ,$2.50 ,2,
2012/3/23,Vipshop Holdings ,VIPS,Goldman Sachs (Asia)/ Deutsche Bank Securities,$6.50 ,$6.00 ,$5.50 ,-15.38%,($0.50),($1.00),1,
2012/3/23,Whiting USA Trust II ,WHZ,Raymond James/ Morgan Stanley,$20.00 ,$21.00 ,$24.46 ,22.30%,$1.00 ,$4.46 ,1,Missed
2012/3/28,Annie¡¯s ,BNNY,Credit Suisse/ J.P. Morgan,$19.00 ,$31.11 ,$35.92 ,89.05%,$12.11 ,$16.92 ,3,
2012/3/28,Regional Management ,RM,Jefferies/ Stephens,$15.00 ,$17.00 ,$16.45 ,9.67%,$2.00 ,$1.45 ,1,
2012/3/28,Vocera Communications ,VCRA,J.P. Morgan/ Piper Jaffray,$19.00 ,$24.00 ,$21.03 ,10.68%,$5.00 ,$2.03 ,2,
2012/3/29,CafePress ,PRSS,J.P. Morgan/ Jefferies,$19.00 ,$21.10 ,$19.03 ,0.16%,$2.10 ,$0.03 ,2,
2012/3/29,Merrimack Pharmaceuticals ,MACK,J.P. Morgan,$7.00 ,$6.16 ,$6.04 ,-13.71%,($0.84),($0.96),1,
2012/3/29,Millennial Media ,MM,"Morgan Stanley/ Goldman, Sachs/ Barclays Capital",$13.00 ,$25.00 ,$25.00 ,92.31%,$12.00 ,$12.00 ,3,
2012/3/29,Rexnord  ,RXN,"BofA Merrill Lynch/ Goldman, Sachs/ Credit Suisse/ Deutsche Bank Securities/ Barclays Capital",$18.00 ,$19.05 ,$20.00 ,11.11%,$1.05 ,$2.00 ,2,
2012/3/30,Enphase Energy ,ENPH,Morgan Stanley/ BofA Merrill Lynch/ Deutsche Bank Securities,$6.00 ,$7.50 ,$7.34 ,22.33%,$1.50 ,$1.34 ,1,
2012/3/30,GasLog Ltd.  ,GLOG,"Goldman, Sachs/ Citigroup",$14.00 ,$12.50 ,$12.41 ,-11.36%,($1.50),($1.59),1,
2012/4/4,TCP Capital ,TCPC,Deutsche Bank Securities/ Stifel Nicolaus Weisel,$14.75 ,$14.25 ,$14.55 ,-1.36%,($0.50),($0.20),1,
2012/4/5,Retail Properties of America ,RPAI,J.P. Morgan/ Citigroup/ Deutsche Bank Securities/ KeyBanc Capital Markets,$8.00 ,$8.78 ,$8.75 ,9.38%,$0.78 ,$0.75 ,1,
2012/4/11,Erickson Air-Crane ,EAC,Stifel Nicolaus Weisel/Oppenheimer/ Lazard Capital Markets,$8.00 ,$8.08 ,$8.00 ,0.00%,$0.08 ,$0.00 ,1,
2012/4/12,Forum Energy Technologies ,FET,J.P. Morgan/BofA Merrill Lynch/ Credit Suisse/ Citigroup/ Deutsche Bank Securities,$20.00 ,$22.50 ,$21.75 ,8.75%,$2.50 ,$1.75 ,2,
2012/4/12,MRC Global ,MRC,"Goldman, Sachs/ Barclays ",$21.00 ,$20.50 ,$21.04 ,0.19%,($0.50),$0.04 ,2,Missed
2012/4/12,Oaktree Capital Group ,OAK,"Goldman, Sachs/ Morgan Stanley",$43.00 ,$41.00 ,$42.39 ,-1.42%,($2.00),($0.61),1,
2012/4/17,Digital Cinema Destinations ,DCIN,Maxim Group/ Dominick & Dominick,$6.10 ,$5.90 ,$6.17 ,1.15%,($0.20),$0.07 ,1,
2012/4/18,SandRidge Mississippian Trust II ,SDR,Morgan Stanley/ Raymond James,$21.00 ,$21.80 ,$21.40 ,1.90%,$0.80 ,$0.40 ,1,
2012/4/19,Splunk ,SPLK,Morgan Stanley/ Credit Suisse/ J.P. Morgan/ BofA Merrill Lynch,$17.00 ,$32.00 ,$35.48 ,108.71%,$15.00 ,$18.48 ,3,
2012/4/19,Tumi Holdings ,TUMI,"Goldman, Sachs/ Credit Suisse/ J.P. Morgan",$18.00 ,$26.00 ,$26.50 ,47.22%,$8.00 ,$8.50 ,3,
2012/4/20,Infoblox ,BLOX,"Morgan Stanley/ Goldman, Sachs/ UBS Securities",$16.00 ,$22.50 ,$21.30 ,33.13%,$6.50 ,$5.30 ,3,
2012/4/20,Midstates Petroleum ,MPO,"Goldman, Sachs/ Morgan Stanley/ Wells Fargo Securities",$13.00 ,$13.25 ,$15.03 ,15.62%,$0.25 ,$2.03 ,1,
2012/4/20,Proofpoint ,PFPT,Credit Suisse/ Deutsche Bank Securities,$13.00 ,$16.85 ,$14.05 ,8.08%,$3.85 ,$1.05 ,3,
2012/4/25,ClearSign  ,CLIR,MDB Capital Group LLC,$4.00 ,$4.11 ,$4.20 ,5.00%,$0.11 ,$0.20 ,1,
2012/4/25,Envivio ,ENVI,"Goldman, Sachs/ Deutsche Bank Securities/ Stifel Nicolaus Weisel",$9.00 ,$9.35 ,$8.49 ,-5.67%,$0.35 ,($0.51),2,Missed
2012/4/26,Ares Commercial Real Estate ,ACRE,Wells Fargo Securities/ Citigroup/ BofA Merrill Lynch/ J.P. Morgan,$18.50 ,$18.13 ,$18.00 ,-2.70%,($0.37),($0.50),1,
2012/4/27,Acquity Group Limited ,AQ,Citigroup/ Oppenheimer,$6.00 ,$6.00 ,$5.75 ,-4.17%,$0.00 ,($0.25),1,
2012/4/27,Edgen Group ,EDG,Jefferies/ Morgan Stanley/ Citigroup,$11.00 ,$10.35 ,$9.50 ,-13.64%,($0.65),($1.50),1,
2012/5/1,Supernus Pharmaceuticals ,SUPN,Citigroup/ Piper Jaffray,$5.00 ,$6.50 ,$5.37 ,7.40%,$1.50 ,$0.37 ,1,
2012/5/3,Carlyle Group L.P. ,CG,J.P. Morgan/ Citigroup/ Credit Suisse,$22.00 ,$22.00 ,$22.05 ,0.23%,$0.00 ,$0.05 ,1,
2012/5/3,EverBank Financial ,EVER,"Goldman, Sachs/ BofA Merrill Lynch/ Credit Suisse",$10.00 ,$10.40 ,$10.60 ,6.00%,$0.40 ,$0.60 ,1,
2012/5/3,Pacific Coast Oil Trust ,ROYT,Barclays/ Citigroup/ BofA Merrill Lynch/ J.P. Morgan/ UBS Investment Bank/ Wells Fargo Securities,$20.00 ,$20.00 ,$20.00 ,0.00%,$0.00 ,$0.00 ,1,
2012/5/4,PetroLogistics LP ,PDH,Morgan Stanley/ Citigroup/ UBS Investment Bank,$17.00 ,$16.50 ,$16.50 ,-2.94%,($0.50),($0.50),1,
2012/5/4,Tillys ,TLYS,"Goldman, Sachs/ BofA Merrill Lynch/ Piper Jaffray",$15.50 ,$18.80 ,$16.81 ,8.45%,$3.30 ,$1.31 ,3,
2012/5/10,Audience ,ADNC,J.P. Morgan/ Credit Suisse/ Deutsche Bank Securities,$17.00 ,$19.00 ,$19.00 ,11.76%,$2.00 ,$2.00 ,3,
2012/5/10,WageWorks ,WAGE,William Blair & Company/ Stifel Nicolaus Weisel,$9.00 ,$9.99 ,$9.99 ,11.00%,$0.99 ,$0.99 ,1,
2012/5/10,Western Asset Management Capital ,WMC,Deutsche Bank Securities/ J.P. Morgan/ Citigroup/ Jefferies,$20.00 ,$18.80 ,$18.80 ,-6.00%,($1.20),($1.20),1,
2012/5/11,Edwards Group ,EVAC,Jefferies/ Morgan Stanley/ Citigroup,$8.00 ,$8.12 ,$8.75 ,9.38%,$0.12 ,$0.75 ,1,
2012/5/11,Ignite Restaurant Group ,IRG,Credit Suisse/ Bair/ Piper Jaffray,$14.00 ,$16.75 ,$17.13 ,22.36%,$2.75 ,$3.13 ,3,
2012/5/18,Facebook ,FB,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs",$38.00 ,$42.00 ,$38.23 ,0.61%,$4.00 ,$0.23 ,4,
2012/6/28,TESARO ,TSRO,Citigroup/ Morgan Stanley/ Leerink Swann,$13.00 ,$14.00 ,$13.69 ,5.31%,$1.00 ,$0.69 ,1,
2012/6/27,"EQT Midstream Partners, LP ",EQM,Citigroup/ Barclays,$21.00 ,$23.00 ,$23.75 ,13.10%,$2.00 ,$2.75 ,2,
2012/6/28,Exa Corporation ,EXA,Stifel Nicolaus Weisel,$10.00 ,$10.00 ,$9.98 ,-0.20%,$0.00 ,($0.02),1,
2012/6/29,ServiceNow  ,NOW,Morgan Stanley/ Citigroup/ Deutsche Bank Securities,$18.00 ,$23.75 ,$24.60 ,36.67%,$5.75 ,$6.60 ,3,
2012/7/19,Durata Therapeutics ,DRTX,BofA Merrill Lynch/ Credit Suisse,$9.00 ,$10.00 ,$9.04 ,0.44%,$1.00 ,$0.04 ,1,
2012/7/19,Five Below ,FIVE,"Goldman, Sachs/ Barclays/ Jefferies",$17.00 ,$26.05 ,$26.50 ,55.88%,$9.05 ,$9.50 ,3,
2012/7/20,Infinity Cross Border Acquisition ,INXBU,EarlyBirdCapital,$8.00 ,$8.01 ,$8.01 ,0.12%,$0.01 ,$0.01 ,1,
2012/7/20,KAYAK Software ,KYAK,Morgan Stanley/ Deutsche Bank Securities,$26.00 ,$30.10 ,$33.18 ,27.62%,$4.10 ,$7.18 ,3,
2012/7/20,Palo Alto Networks ,PANW,"Morgan Stanley/ Goldman, Sachs/ Citigroup",$42.00 ,$55.15 ,$53.13 ,26.50%,$13.15 ,$11.13 ,3,
2012/7/24,Chuy's Holdings ,CHUY,Jefferies/ Baird,$13.00 ,$15.00 ,$15.06 ,15.85%,$2.00 ,$2.06 ,2,
2012/7/25,Natural Grocers by Vitamin Cottage  ,NGVC,SunTrust Robinson Humphrey/ Piper Jaffray,$15.00 ,$18.00 ,$17.86 ,19.07%,$3.00 ,$2.86 ,2,
2012/7/26,E2open ,EOPN,BofA Merrill Lynch,$15.00 ,$14.14 ,$13.60 ,-9.33%,($0.86),($1.40),2,Missed
2012/7/26,Hyperion Therapeutics ,HPTX,Leerink Swann/ Cowen,$10.00 ,$10.31 ,$10.11 ,1.10%,$0.31 ,$0.11 ,1,
2012/7/26,Northern Tier Energy ,NTI,"Goldman, Sachs/ Barclays/ BofA Merrill Lynch",$14.00 ,$13.66 ,$14.16 ,1.14%,($0.34),$0.16 ,1,
2012/7/27,AmREIT ,AMRE,Jefferies/ Baird,$14.00 ,$14.00 ,$14.02 ,0.14%,$0.00 ,$0.02 ,1,
2012/7/27,Del Friscos Restaurant Group ,DGRG,Deutsche Bank Securities/ Piper Jaffray/ Wells Fargo Securities,$13.00 ,$12.75 ,$13.00 ,0.00%,($0.25),$0.00 ,1,
2012/8/2,Eloqua Limited ,ELOQ,J.P. Morgan/ Deutsche Bank Securities,$11.50 ,$12.00 ,$12.89 ,12.09%,$0.50 ,$1.39 ,3,
2012/8/2,Hyde Park Acquisition Corp. II ,HPAC,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.03 ,0.30%,$0.00 ,$0.03 ,1,
2012/8/8,Bloomin Brands ,BLMN,"BofA Merrill Lynch/ Morgan Stanley/ J.P. Morgan/ Deutsche Bank Securities/ Goldman, Sachs",$11.00 ,$11.60 ,$12.41 ,12.82%,$0.60 ,$1.41 ,1,
2012/8/8,Peregrine Semiconductor ,PSMI,Deutsche Bank Securities/ J.P. Morgan,$14.00 ,$15.00 ,$14.71 ,5.07%,$1.00 ,$0.71 ,1,
2012/8/10,Manchester United Ltd. ,MANU,Jefferies/ Credit Suisse/ J.P. Morgan/ BofA Merrill Lynch/ Deutsche Bank Securities,$14.00 ,$14.05 ,$14.00 ,0.00%,$0.05 ,$0.00 ,1,
2012/8/10,Performant Financial ,PFMT,"Morgan Stanley/ Goldman, Sachs/ Credit Suisse/ Wells Fargo Securities",$9.00 ,$9.25 ,$10.60 ,17.78%,$0.25 ,$1.60 ,1,
2012/8/16,Hi-Crush Partners LP ,HCLP,Barclays/ Morgan Stanley/ Credit Suisse/ UBS Investment Bank,$17.00 ,$17.00 ,$20.00 ,17.65%,$0.00 ,$3.00 ,1,
2012/9/20,Capital Bank Financial ,CBF,"Credit Suisse/ BofA Merrill Lynch/ Goldman, Sachs/ Barclays/ FBR",$18.00 ,$18.10 ,$18.19 ,1.06%,$0.10 ,$0.19 ,1,
2012/9/20,National Bank Holdings,NBHC,"Goldman, Sachs/ Keefe, Bruyette & Woods",$19.25 ,$20.25 ,$19.60 ,1.82%,$1.00 ,$0.35 ,1,
2012/9/20,Spirit Realty Capital ,SRC,Morgan Stanley,$15.00 ,$15.00 ,$15.00 ,0.00%,$0.00 ,$0.00 ,1,
2012/9/20,Susser Petroleum Partners LP ,SUSP,BofA Merrill Lynch/ Barclays/ Wells Fargo Securities/ UBS Investment Bank,$20.50 ,$23.40 ,$22.91 ,11.76%,$2.90 ,$2.41 ,2,
2012/9/20,Trulia ,TRLA,J.P. Morgan/ Deutsche Bank Securities,$17.00 ,$22.10 ,$24.00 ,41.18%,$5.10 ,$7.00 ,3,
2012/9/26,Santander M¨¦xico Financial Group ,BSMX,UBS Investment Bank/ Duetsche Bank/ BofA Merrill Lynch,$12.18 ,$12.60 ,$12.91 ,5.99%,$0.42 ,$0.73 ,2,
2012/9/28,Qualys ,QLYS,J.P. Morgan/ Credit Suisse,$12.00 ,$12.00 ,$14.16 ,18.00%,$0.00 ,$2.16 ,3,
2012/9/28,"Summit Midstream Partners, LP ",SMLP,"Barclays/ BofA Merrill Lynch/ Goldman, Sachs/ Morgan Stanley",$20.00 ,$21.00 ,$21.11 ,5.55%,$1.00 ,$1.11 ,2,
2012/10/3,JAVELIN Mortgage Investment ,JMI,Deutsche Bank Securities/ Citigroup/ Barclays/ Credit Suisse,$20.00 ,$19.75 ,$19.60 ,-2.00%,($0.25),($0.40),1,
2012/10/3,LifeLock ,LOCK,"Goldman, Sachs/ BofA Merrill Lynch/ Deutsche Bank Securities",$9.00 ,$8.38 ,$8.36 ,-7.11%,($0.62),($0.64),2,Missed
2012/10/3,Luxfer Holdings PLC  ,LXFR,Credit Suisse/ Jefferies,$10.00 ,$11.00 ,$11.06 ,10.60%,$1.00 ,$1.06 ,1,
2012/10/4,Berry Plastics Group  ,BERY,BofA Merrill Lynch/ Citigroup/ Barclays/ Deutsche Bank Securities,$16.00 ,$15.25 ,$15.20 ,-5.00%,($0.75),($0.80),1,
2012/10/4,Dave & Buster¡¯s Entertainment ,PLAY,BofA Merrill Lynch/ Citigroup/ Barclays/ Deutsche Bank Securities,$16.00 ,$15.25 ,$15.20 ,-5.00%,($0.75),($0.80),1,
2012/10/4,Regulus Therapeutics ,RGLS,Lazard Capital Markets/ Cowen and Company/ BMO Capital Markets,$4.00 ,$4.73 ,$4.20 ,5.00%,$0.73 ,$0.20 ,1,
2012/10/5,FleetMatics Group plc ,FLTX,BofA Merrill Lynch/ Barclays,$17.00 ,$22.95 ,$22.30 ,31.18%,$5.95 ,$5.30 ,3,
2012/10/10,Ambarella ,AMBA,Morgan Stanley/ Deutsche Bank Securities,$6.00 ,$6.71 ,$6.06 ,1.00%,$0.71 ,$0.06 ,1,
2012/10/10,Amira Nature Foods ,ANFI,UBS Investment Bank/ Deutsche Bank Securities,$10.00 ,$10.00 ,$9.58 ,-4.20%,$0.00 ,($0.42),1,
2012/10/11,Intercept Pharmaceuticals ,ICPT,BofA Merrill Lynch,$15.00 ,$19.40 ,$20.40 ,36.00%,$4.40 ,$5.40 ,1,
2012/10/11,KYTHERA Biopharmaceuticals ,KYTH,"J.P. Morgan/ Goldman, Sachs",$16.00 ,$18.49 ,$19.79 ,23.69%,$2.49 ,$3.79 ,1,
2012/10/11,Realogy Holdings  ,RLGY,"Goldman, Sachs/ J.P. Morgan/ Barclays/ Credit Suisse",$27.00 ,$32.85 ,$34.20 ,26.67%,$5.85 ,$7.20 ,2,
